comment,comment_clean,polarity,category
If nothing else  America is getting a understanding of the election process according to the constitution and relative legal activity to such an event as we May see as a result of this recent election cycle. Ergo the founders had it figured out.,If nothing else  America is getting a understanding of the election process according to the constitution and relative legal activity to such an event as we May see as a result of this recent election cycle Ergo the founders had it figured out,0.05,positive
John Biden ilove u forever president United states of America ❤🌏 🇱🇷,John Biden ilove u forever president United states of America  ,0.0,negative
"Crying Like a baby. Thank you, democtats, to vote for a President thats human again! Lots of Love and congratulations from Europe!",Crying Like a baby Thank you democtats to vote for a President thats human again Lots of Love and congratulations from Europe,0.09999999999999999,positive
"Economics over Politics. Security over Military. Balance budget over negative budget. Adopt and execute all these policies diligently. Forget above “leading” the world again. The world need peace and security, not a leader.",Economics over Politics Security over Military Balance budget over negative budget Adopt and execute all these policies diligently Forget above leading the world again The world need peace and security not a leader,-0.13333333333333333,negative
All in for obama good pal to iran,All in for obama good pal to iran,0.7,positive
No such thing as president elect,No such thing as president elect,0.4,positive
"What a joke, these comunists, the media calling them 😂😂😂😂😂😂",What a joke these comunists the media calling them ,0.0,negative
I'm not even American but I'm so happy for American. You did a good job electing such an honorable man.,Im not even American but Im so happy for American You did a good job electing such an honorable man,0.3,positive
America is the last country that should be respected.,America is the last country that should be respected,0.0,negative
I want to I wanted Trump to win 😭,I want to I wanted Trump to win ,0.8,positive
"my goodness....can anyone remind him that this is fake news? anyway, seems that he is enjoying it...",my goodnesscan anyone remind him that this is fake news anyway seems that he is enjoying it,0.0,negative
Congratulations,Congratulations,0.0,negative
Congrats Mr.President..Make America Great again in the eyes of the world with respect and harmony to all other country..,Congrats MrPresidentMake America Great again in the eyes of the world with respect and harmony to all other country,0.3375,positive
Congradulations President Biden and vice President Harris❤📆,Congradulations President Biden and vice President Harris,0.0,negative
Good luck and God bless you Joe Biden,Good luck and God bless you Joe Biden,0.7,positive
What a joke!!!,What a joke,0.0,negative
I'm not impressed by a projection. Nor a speech.,Im not impressed by a projection Nor a speech,-0.5,negative
America is actually going to have a President who sounds Presidential.,America is actually going to have a President who sounds Presidential,0.0,negative
Lots of booing . I think its obvious this is a coup.,Lots of booing  I think its obvious this is a coup,0.0,negative
I wish i was a billionair .i cant aford to buy my own presadent,I wish i was a billionair i cant aford to buy my own presadent,0.6,positive
haha trump lost,haha trump lost,0.2,positive
But he hasn't won the election yet????,But he hasnt won the election yet,0.0,negative
Well Done America! You’re back!,Well Done America Youre back,0.0,negative
The president of those foreigner who whats all there families get settle in america and become it's citizen.,The president of those foreigner who whats all there families get settle in america and become its citizen,0.0,negative
I like joe biden and i'm greenlandic. And I heard joe biden defeated Donald trump,I like joe biden and im greenlandic And I heard joe biden defeated Donald trump,0.0,negative
"""Poor kid are just bright as white kids""- Biden. That's why black community voted him. 😂😂😂",Poor kid are just bright as white kids Biden Thats why black community voted him ,0.03333333333333335,positive
"Please help white south Africans to get out here all off us is going to be shaved with the same brush! 😔civil war on the arising, I'm just a simple 34 year old French revolutionary off spring that doesn't have anything more than the average indigenous guy of South Africa! But I'm going to be blamed for stuff that hapend 30 year's ago 😔",Please help white south Africans to get out here all off us is going to be shaved with the same brush civil war on the arising Im just a simple  year old French revolutionary off spring that doesnt have anything more than the average indigenous guy of South Africa But Im going to be blamed for stuff that hapend  years ago ,0.06428571428571428,positive
I can feel the happiness of the people.. Congratulations from Philippines !,I can feel the happiness of the people Congratulations from Philippines ,0.7,positive
Great president of America,Great president of America,0.8,positive
😆😆😆,,0.0,negative
😆😆😆,,0.0,negative
"Make America great AGAIN,,,",Make America great AGAIN,0.8,positive
"Joe Biden deserves the president seat and white house after a lot of struggle.....
Congrats JOE BIDEN for winning","Joe Biden deserves the president seat and white house after a lot of struggle
Congrats JOE BIDEN for winning",0.25,positive
"Joe bidden: I am a president who is not here to devide but to unify 
I am a president who is not here to build a wall but build a community , a wall that people could climb over too
I am not pointing fingers or anything ","Joe bidden I am a president who is not here to devide but to unify 
I am a president who is not here to build a wall but build a community  a wall that people could climb over too
I am not pointing fingers or anything ",0.0,negative
He stole the election,He stole the election,0.0,negative
"... given all the allogations and proof of voter fraud, computer voter software ""glitches"", dead people votes, vote tampering, etc... will the medias decision to elevate Biden to President Elect stick? Time will tell...", given all the allogations and proof of voter fraud computer voter software glitches dead people votes vote tampering etc will the medias decision to elevate Biden to President Elect stick Time will tell,0.30000000000000004,positive
What a speech !!! Ireland loves you too joe 🇮🇪💚,What a speech  Ireland loves you too joe ,0.0,negative
Congratulations,Congratulations,0.0,negative
Dram is best..brydon is not America life best....,Dram is bestbrydon is not America life best,1.0,positive
Yo finally someone else other then Trump,Yo finally someone else other then Trump,-0.0625,negative
great!,great,0.8,positive
At 3:25 it sounds like people are shputing trump,At  it sounds like people are shputing trump,0.0,negative
I missed this kind of speeches.  It's beautiful and uplifting. At least gives us a moment to think ourselves as human and care about other humans.,I missed this kind of speeches  Its beautiful and uplifting At least gives us a moment to think ourselves as human and care about other humans,0.205,positive
CHEAT!!!!!!!,CHEAT,0.0,negative
Thats what a clone sounds like,Thats what a clone sounds like,0.0,negative
Biden defeat trump 🇺🇸🇺🇸🇺🇸,Biden defeat trump ,0.0,negative
"I'm so happy for ur victory u deserve it 😍
I wish i was there 😔
From Algeria 🇩🇿","Im so happy for ur victory u deserve it 
I wish i was there 
From Algeria ",0.8,positive
trump 2020 was an expiration date,trump  was an expiration date,0.0,negative
"The story of how Biden and Poroshenko for a billion dollars from Joe Biden fired the Prosecutor General of Ukraine, who began to investigate the son of Joe Biden, hunter Biden, the youngest son of us Vice President Joe Biden, became a member of the Board of Directors of Burisma in April 2014 (it also included former Polish President Alexander Kwasniewski, a friend of the stepson of former Secretary of state John Kerry Devon Archer, and others). ... As part of the investigation into possible money laundering, the British authorities froze deposits in London banks for $23 million, which allegedly belonged to the owner of Burisma Zlochevsky. In Ukraine, a new scandal, and surprisingly not coronavirus. This week, the world finally saw and heard the documentary ... We found out who exactly and what Poroshenko paid a billion dollars for-this is Joe Biden and the entire Obama army.",The story of how Biden and Poroshenko for a billion dollars from Joe Biden fired the Prosecutor General of Ukraine who began to investigate the son of Joe Biden hunter Biden the youngest son of us Vice President Joe Biden became a member of the Board of Directors of Burisma in April  it also included former Polish President Alexander Kwasniewski a friend of the stepson of former Secretary of state John Kerry Devon Archer and others  As part of the investigation into possible money laundering the British authorities froze deposits in London banks for  million which allegedly belonged to the owner of Burisma Zlochevsky In Ukraine a new scandal and surprisingly not coronavirus This week the world finally saw and heard the documentary  We found out who exactly and what Poroshenko paid a billion dollars forthis is Joe Biden and the entire Obama army,-0.0011363636363636344,negative
its fake really walking down with a mask on his own sad America your fucked,its fake really walking down with a mask on his own sad America your fucked,-0.15925925925925927,negative
"Ha,hs,ha fake news",Hahsha fake news,-0.5,negative
Listening to this speech felt like Music to my Ears. <3,Listening to this speech felt like Music to my Ears ,0.0,negative
"Joe Biden's not the president-elect, no amount of MSM lies will make it so! Not until all questions have been answered and election results are accepted...which they are not.",Joe Bidens not the presidentelect no amount of MSM lies will make it so Not until all questions have been answered and election results are acceptedwhich they are not,0.0,negative
"Congratulations to America on President-elect Joe Biden & Kamala Harris from Northern Ireland.  It's time for the country to come together, my prayers go out to those infected with covid & those sadly lost.",Congratulations to America on Presidentelect Joe Biden  Kamala Harris from Northern Ireland  Its time for the country to come together my prayers go out to those infected with covid  those sadly lost,-0.5,negative
The best präsident ever,The best präsident ever,1.0,positive
"............BEFORE  ITS TO LATE...........!

THE RICH MAN AND LAZARUS
AND ................YOU.... READING THIS. ...!","BEFORE  ITS TO LATE

THE RICH MAN AND LAZARUS
AND YOU READING THIS ",0.037500000000000006,positive
I am crying over here....... Holland loves you Joe!! 🇺🇸,I am crying over here Holland loves you Joe ,-0.2,negative
Pfui biden,Pfui biden,0.0,negative
"America under a Democratic government will always benefit China and Russia. These two countries have the opportunity to catch up in the fields of technology, weapons, and even economics.",America under a Democratic government will always benefit China and Russia These two countries have the opportunity to catch up in the fields of technology weapons and even economics,0.0,negative
Trump will be president again!,Trump will be president again,0.0,negative
RIP trump,RIP trump,0.0,negative
I bet social studies teachers will include this in one of students' homework lol,I bet social studies teachers will include this in one of students homework lol,0.4166666666666667,positive
XA xa xa hee not prezident elect hee is nothing !,XA xa xa hee not prezident elect hee is nothing ,0.8,positive
Welcome new president of America i hope you will do good job for people s,Welcome new president of America i hope you will do good job for people s,0.5454545454545454,positive
he sounds like a senior pastor...,he sounds like a senior pastor,0.0,negative
"He is not the winner, that's up to the Electoral College, not the fake BBC.",He is not the winner thats up to the Electoral College not the fake BBC,-0.5,negative
We love you!!!!!  LINO from Italy,We love you  LINO from Italy,0.5,positive
I'm Irish True enough that's what a US President sounds like in this time of great divide in the US The president Elect shows where his true loyalties are all in the cause of getting a cheap Shot at the BBC And The UK I think Paddy o Biden Has enough problems at Home without pushi g buttons on other cou tries internal problems. GOD HELP US.,Im Irish True enough thats what a US President sounds like in this time of great divide in the US The president Elect shows where his true loyalties are all in the cause of getting a cheap Shot at the BBC And The UK I think Paddy o Biden Has enough problems at Home without pushi g buttons on other cou tries internal problems GOD HELP US,0.22499999999999998,positive
The election is far from over,The election is far from over,0.1,positive
"Well Elected!!! This was a great Presidential speech from our new President! President J.  Biden, Thank you! I appreciate the fact that he wants to move forward and bring us all together as Americans, No separations , No red vs. Blue just Americans! No leaving anyone out! This is what we need, Even with anything he said wrong or came off wrong in the past, I am willing to give Biden a chance before Trump anyday🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽 A leader is not about being perfect, A leader is someone who has realized their mistakes however Know their potential to become greater and become that over time. Someone like Biden , Is the prefect example of that! He stands for morals, Leadership of his family and not just America and other countries. This man has standards and Determination! He learned a lot from Obama when he was vice president as well! The level of respect this man has earned, He has our full support!  Cant wait to witness greatness and meaningful effective changes Trump could never !!",Well Elected This was a great Presidential speech from our new President President J  Biden Thank you I appreciate the fact that he wants to move forward and bring us all together as Americans No separations  No red vs Blue just Americans No leaving anyone out This is what we need Even with anything he said wrong or came off wrong in the past I am willing to give Biden a chance before Trump anyday A leader is not about being perfect A leader is someone who has realized their mistakes however Know their potential to become greater and become that over time Someone like Biden  Is the prefect example of that He stands for morals Leadership of his family and not just America and other countries This man has standards and Determination He learned a lot from Obama when he was vice president as well The level of respect this man has earned He has our full support  Cant wait to witness greatness and meaningful effective changes Trump could never ,0.18508522727272728,positive
sleepy Joe hates blacks it will be hot,sleepy Joe hates blacks it will be hot,0.25,positive
"The wheels are rolling. He's got new vigor and passion. Man, I sure hope he can keep this up for 4 years.",The wheels are rolling Hes got new vigor and passion Man I sure hope he can keep this up for  years,0.3181818181818182,positive
"Joe Biden says
salary = 50% of one worker produsability and < or = 5000 $  
min salary = ? you are rude","Joe Biden says
salary   of one worker produsability and  or     
min salary   you are rude",-0.3,negative
As like as Obama,As like as Obama,0.0,negative
"And he said to God in his wise saying, and those who were killed for the sake of God do not count dead, but rather they are alive with their Lord and give to God. Every Muslim who defended his land, his family and his homeland says, we preach to him of his paradise. Judgment is not for you, the ruling is for God alone, there is no partner to him, so you belong to God who created you, and to God who kills you, but God will remain alive, and you are in the name of God, the Compassionate, the Merciful.",And he said to God in his wise saying and those who were killed for the sake of God do not count dead but rather they are alive with their Lord and give to God Every Muslim who defended his land his family and his homeland says we preach to him of his paradise Judgment is not for you the ruling is for God alone there is no partner to him so you belong to God who created you and to God who kills you but God will remain alive and you are in the name of God the Compassionate the Merciful,0.09999999999999998,positive
"dependent Turkey stayed in the past. Caatsa sanctions shave our beard. Turkey can cut your arm in the Middle East, Africa and Caucasus. You need to keep your good relations with Turkey.",dependent Turkey stayed in the past Caatsa sanctions shave our beard Turkey can cut your arm in the Middle East Africa and Caucasus You need to keep your good relations with Turkey,0.15,positive
Biden : Paris climate conclave here I come,Biden  Paris climate conclave here I come,0.0,negative
He is not President elect. He has not been certified as such.,He is not President elect He has not been certified as such,0.4,positive
"Well spoken Biden, may you keep and stand by your words, the black community cannot wait for the chance to be an equal as you have promised. May America be a continued possibility.",Well spoken Biden may you keep and stand by your words the black community cannot wait for the chance to be an equal as you have promised May America be a continued possibility,-0.08333333333333333,negative
All congratulations to President Trump-he will cleanse the planet from Satanists and pedophiles.,All congratulations to President Trumphe will cleanse the planet from Satanists and pedophiles,0.0,negative
What a stud running out like a star quarterback. Wasn’t even a huge Biden fan but for a 77 year old I’m tipping my hat.,What a stud running out like a star quarterback Wasnt even a huge Biden fan but for a  year old Im tipping my hat,0.25000000000000006,positive
Somebody please tell him he can stop shouting. Put on your hearing aids joe,Somebody please tell him he can stop shouting Put on your hearing aids joe,0.0,negative
Bbc is such a joke. Biden Chinese propaganda machine.,Bbc is such a joke Biden Chinese propaganda machine,-0.03333333333333333,negative
Save India from modi government,Save India from modi government,0.0,negative
"``Der Opportunismus, die Lüge und das Kriechertum haben sich wieder einmal durchgesetzt. Die Amerikaner werden diese erneute Wahlfälschung mit tausenden toten GI`S bezahlen müssen. Bidens Grimasse sieht der vom Joker verdammt ähnlich  - Fate oder Fake?!",Der Opportunismus die Lüge und das Kriechertum haben sich wieder einmal durchgesetzt Die Amerikaner werden diese erneute Wahlfälschung mit tausenden toten GIS bezahlen müssen Bidens Grimasse sieht der vom Joker verdammt ähnlich   Fate oder Fake,-0.5,negative
From Italy I'm really happy...Trump was famous in italy only for memes and for stupid things that he said,From Italy Im really happyTrump was famous in italy only for memes and for stupid things that he said,-0.024999999999999994,negative
"It must be so embarrassing for the media getting this one wrong, shows their true colours though. Can’t wait until trump wins, how are these idiots gonna lie their way out that idk.",It must be so embarrassing for the media getting this one wrong shows their true colours though Cant wait until trump wins how are these idiots gonna lie their way out that idk,-0.16250000000000003,negative
He is not the president elected ffs,He is not the president elected ffs,0.0,negative
I thought the president result is yet to finish,I thought the president result is yet to finish,0.0,negative
Dont know this man but I tell you now hes gonna do Nothing!,Dont know this man but I tell you now hes gonna do Nothing,0.0,negative
"Joe Biden : time to heal America.
World health organization: time to heal thr world","Joe Biden  time to heal America
World health organization time to heal thr world",0.0,negative
"Biden deserves this leadership congratulations to you sir ❤️
Much love from uganda God bless you","Biden deserves this leadership congratulations to you sir 
Much love from uganda God bless you",0.5,positive
Idiots,Idiots,-0.8,negative
"Congratulations Your Excelency New President Joe Biden. May God give you Health, Strength and most Importantly Divine Wisdom to Govern and by the Grace of God and your persistent, consistent and dedicated ceaseless prayerful efforts bring America to ITS GLORY THAT IT REALY BELONGS. SO HELP YOU GOD. AMEN.",Congratulations Your Excelency New President Joe Biden May God give you Health Strength and most Importantly Divine Wisdom to Govern and by the Grace of God and your persistent consistent and dedicated ceaseless prayerful efforts bring America to ITS GLORY THAT IT REALY BELONGS SO HELP YOU GOD AMEN,0.23727272727272725,positive
NICE ONE,NICE ONE,0.6,positive
This was such a good speech wow,This was such a good speech wow,0.26666666666666666,positive
Shes insane and i cant wait to vote them out,Shes insane and i cant wait to vote them out,-1.0,negative
god guide america and trump fired out of it.,god guide america and trump fired out of it,0.0,negative
🤮🤮🤮🤮,,0.0,negative
Thank you my new President,Thank you my new President,0.13636363636363635,positive
I am not American but I am so proud of each and everyone of you for using your power as a people for not only your  great country but also the world!,I am not American but I am so proud of each and everyone of you for using your power as a people for not only your  great country but also the world,0.4,positive
biden   Congratulations,biden   Congratulations,0.0,negative
"Thank you for already being a decent person AND president. But it was not hard after Trump, I'll admit it.",Thank you for already being a decent person AND president But it was not hard after Trump Ill admit it,-0.0625,negative
All American troops must leave all european countries.,All American troops must leave all european countries,0.0,negative
Not the President elect. Only MSNM has announced that he is. MSNM don't deside any election.,Not the President elect Only MSNM has announced that he is MSNM dont deside any election,0.4,positive
i'm from Georgia(country) dont know lot about biden but I really liked that he did not insult any other president and his concueror,im from Georgiacountry dont know lot about biden but I really liked that he did not insult any other president and his concueror,0.2375,positive
"LET'S CELEBATE WITH PIZZA, OBAMA'S PIZZA....",LETS CELEBATE WITH PIZZA OBAMAS PIZZA,0.0,negative
"A well deserved win it was Mr.President. Let Islam be respected under your leadership,as you promised.",A well deserved win it was MrPresident Let Islam be respected under your leadershipas you promised,0.8,positive
"false news, there is no such thing as the ""office of the President elect"" , its a democrat invention to fool weak-minded people, and till states certify their elections and the electoral college votes, he is not yet the president elect
, so once again, the media lie and lie and lie","false news there is no such thing as the office of the President elect  its a democrat invention to fool weakminded people and till states certify their elections and the electoral college votes he is not yet the president elect
 so once again the media lie and lie and lie",0.3,positive
"I'm just waiting to watch the second chapter of drama where half of Americans who did not support Trump has been criticising against Trump for nearly 5 years and now Half of Americans who support Trump will be doing the same to the newly elected President.
But then this is how democracy works..","Im just waiting to watch the second chapter of drama where half of Americans who did not support Trump has been criticising against Trump for nearly  years and now Half of Americans who support Trump will be doing the same to the newly elected President
But then this is how democracy works",-0.016161616161616158,negative
CONGRATS and Welcome back USA ! We can't wait to work with you on the international struggles that are ahead of us ! Love from France !,CONGRATS and Welcome back USA  We cant wait to work with you on the international struggles that are ahead of us  Love from France ,0.325,positive
What a joke,What a joke,0.0,negative
"Kamala - look in Joe's Eyes now and say it again- lovingly- ""that little girl was me""",Kamala  look in Joes Eyes now and say it again lovingly that little girl was me,0.20625,positive
Why hasn't this been flagged as fake news?,Why hasnt this been flagged as fake news,-0.5,negative
Do you know why Trump didnt win the Us Election because it was Forbiden 😂 😂 😂 😂 😂 😂 😂 😂,Do you know why Trump didnt win the Us Election because it was Forbiden        ,0.8,positive
محمود احمدی نژادمون ازت خوش تیپ تره,محمود احمدی نژادمون ازت خوش تیپ تره,0.0,negative
Biden cheats the election,Biden cheats the election,0.0,negative
🤮🤮🤮,,0.0,negative
I LIKE DONALD TRUMP MORE BUT I GUESS WELL DONE MR.JOE BIDEN,I LIKE DONALD TRUMP MORE BUT I GUESS WELL DONE MRJOE BIDEN,0.5,positive
"""This are the biggest Uno reversed card i ever seen""",This are the biggest Uno reversed card i ever seen,0.0,negative
America has turned in to a third world country .if u hav a billion dollars u can buy ur own presedent,America has turned in to a third world country if u hav a billion dollars u can buy ur own presedent,0.3,positive
"WHEN THOSE OF THE REPUBLICAN PARTY WHO ARE THE FOLLOWERS OF PRESIDENT TRUMP, SARGAN ASER HIS VIOLENT PROTESTS DO NOT COME OUT THEY ARE LISTENING TO ME DO NOT COME OUT OR OMG THEY ARE ARMED",WHEN THOSE OF THE REPUBLICAN PARTY WHO ARE THE FOLLOWERS OF PRESIDENT TRUMP SARGAN ASER HIS VIOLENT PROTESTS DO NOT COME OUT THEY ARE LISTENING TO ME DO NOT COME OUT OR OMG THEY ARE ARMED,-0.8,negative
"Yeah, and you, your son, hunter and many more are fixin to get put in check by our Great President Trump and his marvelous team!",Yeah and you your son hunter and many more are fixin to get put in check by our Great President Trump and his marvelous team,0.7,positive
Why can’t trump go to the whitehouse anymore? Cause it’s for-biden,Why cant trump go to the whitehouse anymore Cause its forbiden,0.0,negative
I like how the dude walks on to the stage like a WWE wrestler.,I like how the dude walks on to the stage like a WWE wrestler,0.0,negative
"Armania is a nomadic tribe, historically Russia has placed them",Armania is a nomadic tribe historically Russia has placed them,0.0,negative
media blackout on trump litigation   ...keep saying joe biden is the winner and the fraud will go away ....is the tactic,media blackout on trump litigation   keep saying joe biden is the winner and the fraud will go away is the tactic,0.0,negative
"Now youre all for church, hypocrites",Now youre all for church hypocrites,0.0,negative
"US Big Tech, the mainstream media, Democrats, and the Deep State are complicit in the global aggression by the Chinese Communist Party, Russia, Iran, and North Korea. They are enemies of the world.",US Big Tech the mainstream media Democrats and the Deep State are complicit in the global aggression by the Chinese Communist Party Russia Iran and North Korea They are enemies of the world,0.0,negative
Sounds like he'll be one of the best presidents we've had in a long time if not the best.,Sounds like hell be one of the best presidents weve had in a long time if not the best,0.65,positive
At least not trump :-/,At least not trump ,-0.3,negative
"I am from Holland and I wish we had a leader like ..A TRUE LEADER PRESIDENT JOE BIDEN instead of this smiley face Rutte ""our so called leader",I am from Holland and I wish we had a leader like A TRUE LEADER PRESIDENT JOE BIDEN instead of this smiley face Rutte our so called leader,0.35,positive
Where RED INDIAN'S the real Land Lord of AMERICAN.  Are they replace by INDIAN  Heritage or others.  Extremely sad Lost of Red Indian's who love nature is disappearing.  Why they not elected as President.,Where RED INDIANS the real Land Lord of AMERICAN  Are they replace by INDIAN  Heritage or others  Extremely sad Lost of Red Indians who love nature is disappearing  Why they not elected as President,0.03333333333333333,positive
Joe ur a hipacrit.u hold a supper spredder for ur own good.if u realy cared u wont do this,Joe ur a hipacritu hold a supper spredder for ur own goodif u realy cared u wont do this,0.6,positive
Honestly I really wish to feel and  trust U.S. how as when I was kid.,Honestly I really wish to feel and  trust US how as when I was kid,0.2,positive
America King Joe Biden win,America King Joe Biden win,0.8,positive
Corona lead to Biden President.,Corona lead to Biden President,0.0,negative
Karma for trump,Karma for trump,0.0,negative
"Mr Biden, please make leadership of America over the world. 
 Go hard against terrorists. Dont withdraw American soldiers from Afghanistan.","Mr Biden please make leadership of America over the world 
 Go hard against terrorists Dont withdraw American soldiers from Afghanistan",-0.14583333333333334,negative
Biden running onto speak was legendary! Trumpet could never do that his heart would give out lmao,Biden running onto speak was legendary Trumpet could never do that his heart would give out lmao,0.8,positive
"THIS IS CROWD IS NOT CLOSE TO 20,000
FAKE NEWS","THIS IS CROWD IS NOT CLOSE TO 
FAKE NEWS",-0.5,negative
FAKE NEWS,FAKE NEWS,-0.5,negative
Fantastic,Fantastic,0.4,positive
Congratulation President Biden and vice president Kamala God bless america,Congratulation President Biden and vice president Kamala God bless america,0.0,negative
This video is so beautiful it brings tears to my eyes.,This video is so beautiful it brings tears to my eyes,0.85,positive
Donald Trump is super mean are you sure we,Donald Trump is super mean are you sure we,0.17361111111111108,positive
Thank you America for not letting that racist back in. Now grovel for a decade to make up for putting him there in the first place,Thank you America for not letting that racist back in Now grovel for a decade to make up for putting him there in the first place,0.125,positive
Soooo cringe,Soooo cringe,0.0,negative
"He is still not a president jet, just not jet. Wait till Dec. 14’s",He is still not a president jet just not jet Wait till Dec s,0.0,negative
I love how he mentioned  his wife so thoughtfully  in his winning speech ❤️,I love how he mentioned  his wife so thoughtfully  in his winning speech ,0.4666666666666666,positive
Look deep down you are a sell out,Look deep down you are a sell out,-0.07777777777777779,negative
"This victory is just the tonic that America needs at this time.
Joe Biden, in my opinion, is the ideal choice for President.
He has had his formal education for the requirements of the job working as VP under Obama. 
This man is honest and has the common touch. He is charismatic and speaks a language that we can understand and follow.","This victory is just the tonic that America needs at this time
Joe Biden in my opinion is the ideal choice for President
He has had his formal education for the requirements of the job working as VP under Obama 
This man is honest and has the common touch He is charismatic and speaks a language that we can understand and follow",0.425,positive
"Kamala  Harris 
I always prayed for peace in America and the world .
I really want to know abut your personality and philosophy . 
I want  to talk one to one .   And I think that day will come someday .","Kamala  Harris 
I always prayed for peace in America and the world 
I really want to know abut your personality and philosophy  
I want  to talk one to one    And I think that day will come someday ",0.2,positive
Mr Joe Biden is very Presidential. Congratulations  LOVED EPPY FOR OBAMA FOR YOU PRESIDENT..,Mr Joe Biden is very Presidential Congratulations  LOVED EPPY FOR OBAMA FOR YOU PRESIDENT,0.44999999999999996,positive
"Everybody is talking about what he sound like
But nobody is talking about how the car is parked","Everybody is talking about what he sound like
But nobody is talking about how the car is parked",0.4,positive
"He isn't elected till december 14th.
Supreme court will have to deal with the massive fraud organised by democrats mafia","He isnt elected till december th
Supreme court will have to deal with the massive fraud organised by democrats mafia",0.0,negative
Is hunter and Chinese delegates along with ballots of dead,Is hunter and Chinese delegates along with ballots of dead,-0.1,negative
"Da haben wir ja wieder die ganzen Across Farmers,  mit Bart und Piratenkopftuch,  Tarnhose. In den sumpfen nach Toxin Gifte suchen,  und im Wald nach Pilze, Pfilzer, 
Ameisen Aminosäuren. ","Da haben wir ja wieder die ganzen Across Farmers  mit Bart und Piratenkopftuch  Tarnhose In den sumpfen nach Toxin Gifte suchen  und im Wald nach Pilze Pfilzer 
Ameisen Aminosäuren ",0.0,negative
"He seems like an Alziemer.....in making !!
Like a Parkinson....waiting to happen !!

Oops ;-)","He seems like an Alziemerin making 
Like a Parkinsonwaiting to happen 

Oops ",0.0,negative
After 4 years in a dark tunnel I finally see light,After  years in a dark tunnel I finally see light,0.08333333333333333,positive
Now pls stop bombing Middle east.,Now pls stop bombing Middle east,0.0,negative
"REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA 
ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP 
TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING 
SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.”","REPORT DOMINION DELETED  MILLION TRUMP VOTES NATIONWIDE DATA 
ANALYSIS FINDS  PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP 
TO BIDEN  TRUMP VOTES DELETED STATES USING DOMINION VOTING 
SYSTEMS SWITCHED  VOTES FROM TRUMP TO BIDEN",0.0,negative
This is not over yet... Who decided that Joe Biden is already the president-elect?  BBC?  CNN?,This is not over yet Who decided that Joe Biden is already the presidentelect  BBC  CNN,0.0,negative
Joe Biden is a bad guy,Joe Biden is a bad guy,-0.6999999999999998,negative
"I’m going to the US to go to the uni like 1and a half year later.(I’m Japanese)
So happy that I can go there having Biden as president","Im going to the US to go to the uni like and a half year laterIm Japanese
So happy that I can go there having Biden as president",0.21111111111111114,positive
I honestly wanted trump to win,I honestly wanted trump to win,0.7,positive
"Thank god. Although I am an atheist, I cannot say it anotherway.
Welcome, honorable Mister Biden!","Thank god Although I am an atheist I cannot say it anotherway
Welcome honorable Mister Biden",0.8,positive
Deceased return go to vote for joe Biden,Deceased return go to vote for joe Biden,0.0,negative
"Americans will experience what they have chosen.  ...if people can't discern ideologies they will get what they deserve..

Only God can save America now","Americans will experience what they have chosen  if people cant discern ideologies they will get what they deserve

Only God can save America now",0.0,negative
I love how he hypes up Jill,I love how he hypes up Jill,0.5,positive
"On the economy. Why don't Biden start off his presidency by given a big pay cut for himself, Congress and the Senate.",On the economy Why dont Biden start off his presidency by given a big pay cut for himself Congress and the Senate,0.0,negative
Not the president-elect. Not the new president.  I don't think Gore even gave a speech so fast.   Maybe if Biden and Harris act like they won no one would notice that they didn't win.  Honest president-elect NOT.,Not the presidentelect Not the new president  I dont think Gore even gave a speech so fast   Maybe if Biden and Harris act like they won no one would notice that they didnt win  Honest presidentelect NOT,0.4340909090909091,positive
How can you be president when they are still counting votes. So over this media bias,How can you be president when they are still counting votes So over this media bias,0.0,negative
"Congrats to Biden, seriously, now he can spend 4 years of still not doing anything,just like the past 37 years.",Congrats to Biden seriously now he can spend  years of still not doing anythingjust like the past  years,-0.29166666666666663,negative
"Holy cow. Those are whole sentences, with intention and meaning. Folks! Y'all did good voting this good guy into office. Congratulations from Asia!🤘 🤓👍🏻",Holy cow Those are whole sentences with intention and meaning Folks Yall did good voting this good guy into office Congratulations from Asia ,0.36666666666666664,positive
Hiding biden brings pigeons,Hiding biden brings pigeons,0.0,negative
Lame Music,Lame Music,-0.5,negative
- I’m from South Africa 🇿🇦... but I’m here. I’m happy for Americans and the world fighting against COVID. 😷🙏🏽, Im from South Africa  but Im here Im happy for Americans and the world fighting against COVID ,0.8,positive
I do love Trump,I do love Trump,0.5,positive
I can't even speak for a minute that fluently.,I cant even speak for a minute that fluently,0.0,negative
50 people there, people there,0.0,negative
God bless Joe Biden 🇽🇰🇦🇱🇺🇸,God bless Joe Biden ,0.0,negative
"My prediction they will 25th amendment this old guy under a years time &VP will get into drivers seat & who will she choose Hillary ""killer"" Clinton",My prediction they will th amendment this old guy under a years time VP will get into drivers seat  who will she choose Hillary killer Clinton,0.1,positive
